"idDocLigne","idDocument","idJeu","question","reponse","prix"
"585","452","297","Merci beaucoup de penser à moi !! 
j'ai perdu 3 pièces du jeu RUMMIKUB. 
Il s'agit pour info du 11 noir, du 1 et 4 orange. 
Merci à vous pour ce que vous faites ! C'est génial !","Bonjour, nous avons ces trois pièces ! Au passage merci pour votre soutien !","60"
"588","454","294","Bonjour. Avez-vous les tuiles MATIN et MUR (jeu chenille des mots), les tuiles TA et CA (jeu mots jumeaux), la regle du jeu et les pions rouge et bleu?
Avez-vous aussi un lapin violet du jeu croque-carotte? 

Merci","Bonjour, nous avons toutes ces pièces ! (pour les deux jeux). Les oreilles du lapin ont quelques traces de dents.","190"
"589","455","298","Bonjour, je cherche la voiture bleue foncée. 1 seule pièce. Voir photo. Merci Céline Tudoux. Ctudoux@yahoo.com","Bonjour, je viens de regarder dans la boîte. J'ai toutes les voitures. La voiture dont vous me parlez (bleue foncée sur l'image) est violette en vrai. Cela arrive qu'il y ait un décalage entre la couleur de l'image et le matériel.","50"
"595","461","26","Bonjour avez vous 2 lapins roses du jeu croque carotte ? (Autre demandé sur le jeu panic o poulailler, une poule rouge) merci","Bonjour, oui nous avons les deux lapins roses.","40"
"596","461","296","Bonjour avez vous une poule rouge ainsi que l’arrosoir (autre demande sur croque carotte) merci","Oui nous avons ces deux pièces !","40"
"597","462","21","Bonjour je souhaiterais savoir si vous avez toujours le castor? Il me manque cette pièce depuis au moins 2 ans, et je viens de tomber sur votre site.
Quel serait le tarif?","Bonjour, nous n'avons plus cette pièce. Bonne chance pour vos recherches !","0"
"598","462","211","Bonjour, 
Avez-vous 2 pièces pommes, 2 pièces cerises, et une pièce pour la poire et une pour la prune? Et la pièce manquante sur le puzzle du corbeau (voir pj)","Oui, nous avons toutes ces pièces ! (6 pièces - comme convenu j'ai enlevé la pièce de puzzle)","120"
"599","463","244","Bonjour, 
Auriez vous les pièces suivantes :
- l’élastique 
- la pomme 
- la brioche 
- le crayon 

Merci bcp, 
Emma Zuber 
0662908293","Bonjour, nous avons ces 4 pièces. Elles ne sont pas nécessairement de la même édition mais elles ont le bon format. Nous ne sommes pas sûr que l'élastique soit un élastique original mais il correspond au format.","80"
"600","464","297","Bonjour, avez vous en pièce un 3 rouge, un 2 rouge et un 5 bleu
Merci","Bonjour, oui nous avons ces trois pièces !","60"
"602","466","298","Bonjour, auriez vous en stock une voiture rouge, une marron et une grise foncée?
Avec nos remerciements.","Bonjour, oui nous avons ces trois voitures !","60"
"604","468","244","Bonjour, 
je souhaiterais acheter la pièce qui manque à mon jeu : les côtelettes (qui ressemblent à deux petits hot-dogs marrons l'un à côté de l'autre). On les voit sur la boîte du jeu : ce sont les côtelettes marrons avec un bout blanc qui dépasse sous le coeur et à gauche de l'os blanc.
Merci!","Bonjour, nous avons cette pièce ! (la pièce est blanche comme les autres)","20"
"606","470","291","Bonjour,

Il me manque 3 jetons de ce jeu de dames chinoises :
1 bleu, 1 blanc et un rouge.
J'espère enfin pouvoir y rejouer !

Cordialement,

Christel Rousseau","Bonjour, votre édition n'est pas la même que celle que nous avons mais je pense que les pièces sont compatibles. L'édition que nous avons doit être plus ancienne, les couleurs ne sont pas aussi vives. Ces trois pièces vous permettraient au moins de jouer !","60"
"609","473","89","Bonjour 
Auriez vous le plateau de jzu du ramses version 3D?
Merci à vous","Bonjour, comme convenu je vous envoie le devis pour le plateau (marques de pliure)","50"
"610","474","301","Bonjour,

Avez-vous les pièces suivantes :
- Boîtier piles nez rouge avec pince (cf photo)
- Petite pièce « Pomme d’Adam »
- Petite pièce « Raccordement de la cheville au genou »

Vendez-vous le jeu en intégralité (même si incomplet) et si oui à quel prix?

Cordialement","Bonjour, nous avons la pièce ""pomme d'Adam"". Le boîtier n'est plus fonctionnel. Nous n'avons pas l'élastique.","20"
"611","474","50","Bonjour,
Il me manque :

- 1 dé
- 1 livret d’épargne

Merci à vous","Nous avons un dé rouge en bois (nous ne sommes pas sûr que ce soit le dé d'origine). Nous avons le livret d'épargne.","40"
"612","474","185","Bonjour,
Avez-vous cette pièce :

- 1 chevalet en plastique (vert)

Cordialement","Nous avons cette pièce !","50"
"613","474","144","Bonjour,
Avez-vous ces pièces :

- 1 dé spécial
- 1 règle du jeu
- 1 curseur
- 1 dé normal

Merci d’avance","Nous avons toutes ces pièces !","110"
"614","474","88","Bonjour,
Avez-vous ces pièces :

- 13 pions de marque

Merci","Il nous en reste 3.","60"
"615","475","211","Bonjour besoin d'une cerise et 1 pomme","Bonjour, nous avons ces deux pièces !","40"
"616","475","262","4 cuillères et une cuillerée de soupe","Nous avons ces pièces (cf SMS envoyé)","50"
"617","475","243","Bonjour en fonction de la taille des billes si c'est les mêmes que pièges je peux être intéressé pour une vingtaine de billes. Si c'est possible d'avoir le diamètre des billes ?","Diamètre des billes 14.5 mm. Il me reste 1 rouge, 10 bleues et 5 jaunes.","120"
"618","475","258","Avez vous encore le lanceur de menhir et un des marmite ?","Oui, j'ai ces deux pièces ! J'ajoute ici une tente et la tuile carrée (elle est différente des trois soldats).","200"
"619","475","298","40 cartes défie 3 véhicules un voiture blanche un camion et une voiture couleur à préciser.","40 cartes + un véhicule + un jaune + le camion bleu. Je n'ai pas le sac ni la boîte.","200"
"620","475","276","Pièces du lion vert","Je ne l'ai pas.","0"
"621","475","121","Un triomino je fait le point je vous dis lequel plus la boîte et la règle et les reglettes","J'ai seulement la pièce 1-1-3. Pas la boîte ni la règle ni l'autre pièce.","20"
"622","475","106","6 petit drapeau","J'ai les 6 drapeaux.","120"
"625","478","49","Bonjour , avez vous  des billets pour  ce jeu?  1000f 500 f 100 f 50 f 10 f Merci","Bonjour, voici un devis pour 10 billets de chaque montant.","160"
"626","479","43","1 tronc jaune
1 pion lapin bleu
2 pions herisson jaune
4 jetons","Bonjour, nous avons toutes ces pièces !","150"
"628","481","297","Bonjour,
je cherche le ""1"" rouge et le ""7"" noir du rummikub en plastique blanc","Bonjour, nous avons ces deux pièces !","40"
"631","484","87","Bonjour, il me manque 1 carte rouge du personnage ""Anita"" ainsi qu'un support de carte rétractable.
Auriez-vous ces pièces en stock?.
Cordialement.","Bonjour, nous avons ces deux pièces !","40"
"633","486","52","Bonjour
Il me manque deux pièces coulour
Les avez vous ? 
1 pièces angles 
1 pièces couloir droit","Bonjour, nous avons ces deux pièces !","40"
"638","490","253","bonjour avez vous le personage vert (révérend olive),  et l'arme matraque.
merci d'avance","Bonjour, nous n'avons pas les pièces pour CLUEDO. J'ajoute ici les 15 entrées pour le jeu HOTEL (nous n'avons plus de base pour le bâtiment Président).","180"
"639","490","233","bonjour avez vous 25 carte chance.","Il nous reste 22 cartes chance.","180"
"640","490","64","bonjour avez vous un bloc de feuille indice et un décodeur rouge","Nous avons le bloc de feuille et le décodeur rouge.","70"
"644","492","158","Bonjour
Je cherche plusieurs pièces : 
Les WC
Le seau
L’horloge
Le portable
La mauvaise odeur (vert)
Merci !","Bonjour, nous avons les WC, le seau, l'horloge et le téléphone mais pas la mauvaise odeur.","80"
"647","495","246","Bonjour, il me manque le dingo burger rouge portant le n°2 ainsi que le dingo burger jaune portant aussi le n°2. Merci","Bonjour, nous avons ces deux pièces ! J'ajoute ici le pion vert pour le jeu ""Réveille pas papa"".","60"
"648","496","199","Bonjour, notre papa vient de se casser (le mécanisme ne fonctionne plus et il ne reste plus coucher) Auriez vous un papa a vendre en bon état?
Merci !","Bonjour, oui nous en avons un !","100"
"650","498","42","Bonjour auriez vous le
Minuteur et les têtes de tigres s il vous plait","Bonjour, nous n'avons plus le minuteur. IL nous reste deux têtes de tigre (la verte et la orange).","40"
"652","500","64","Bonjour, il me manque le filtre rouge ainsi que deux cartes: l'espion carte numéro 85 et miss Dong d'ting numéro 27. Les auriez-vous s'il vous plaît?

Bien cordialement.","Bonjour, nous avons ces trois pièces !","60"
"653","501","200","Bonjour, je souhaite le quatrième bâtiment de l’hôtel président, une base de bâtiment pour l’hôtel royal, les réverbères, la base du grand bâtiment de l’hôtel safari. Merci !","Bonjour, nous avons juste le carton du 4ème bâtiment de l'hôtel Président (le plus petit bâtiment). Nous avons la base de bâtiment Royal ainsi que celle du grand bâtiment SAFARI. Nous n'avons pas les réverbères.","60"
"654","502","258","Bonjour, il nous manque 1 dé marmite de ce jeu. J'aimerais savoir à combien est cette pièce svp?","Bonjour, nous avons cette pièce !","20"
"656","504","301","Bonjour, avez-vous?: dès pièces pour le jeu ""le cochon qui rit"":
1 règle de jeu
33 cartes
5 yeux
3 dés
et dans le ""Docteur Maboul"":
la pomme
le coeur
le papillon
le crayon
le sceau
et dans ""Margot l'escargot"":
1 antenne jaune, verte, bleue
10 billes vertes
10 billes rouge","Bonjour, pour le cochon qui rit il ne nous reste que 29 cartes. Pour le docteur Maboul, nous avons tout ce que vous cherchez. Pour Margot l'escargot, nous avons les 3 antennes mais pas les billes.","170"
"657","505","297","Bonjour je suis a la recherche d'une tuile 7 rouge ainsi qu'un support pour tuiles, Avez vous ces pièces en stock?
merci.","Bonjour, nous avons ces deux pièces !","70"
"666","510","112","Bonjour, auriez-vous les pièces: pions mlle Rose rouge, mme Leblanc blanc, dr Olive vert, prof Violet et le poignard, le revolver, le chandelier et la corde? Merci","Bonjour, nous avons ces 8 pièces !","160"
"667","511","75","Bonjour, je cherche les règles de ce jeu. Le jeu est complet, il me manque simplement le livret mode d'emploi ! Merci !!!","Bonjour, nous l'avons !","50"
"669","513","297","réglettes avec supports","Bonjour, il nous reste 3 réglettes (les supports font partie des réglettes, ils se rabattent).","150"
"682","519","184","Bonjour,
Il nous manque un chevalet gris et une lettre F si vous avez ça en stock ce serait super. 
Merci encore pour votre service!
Bonne journée et bel été. 
Stéphanie Lescop","Bonjour, je vous remercie pour votre soutien ! Nous avons ces deux pièces en stock.","50"
"683","520","33","Bonjour ! Auriez-vous les deux pièces suivantes :
- Os du bras 
- Le papillon

Merci pour votre réponse,
Laura Spath","Bonjour, oui nous avons ces deux pièces !","40"
"686","522","88","Bonjour,
J'aimerai commander 12 supports blancs pour le jeu ""Qui-est-ce"" de MB 1987.
Mon adresse : Lieu dit Baurens 32360 Castillon Massas
Cordialement,
Ilona Aujon Chevallier
06 46 26 48 43","Bonjour, nous vous mettons 12 supports + 1 au cas où.","200"
"688","524","88","Bonjour, il me manque 1 support blanc ainsi que 1 carton personnage rouge « peter », les avez vous ? À quel prix svp ? Merci bcp !","Bonjour, nous vous mettons 1 support blanc (+ 1 au cas où) ainsi que le carton rouge ""peter"".","40"
"691","527","231","Bonjour  avez vous 1 cellule combinaison secrète pour mastermind","Bonjour, oui nous l'avons !","50"
"692","528","54","Bonjour J'aimerais savoir si vous avez la carte couloir du fantôme avec des cheveux ? Je vous remercie d'avance et vous souhaite une agréable journée
Fink Charlotte
06 60 16 57 52
Charlottefink@hotmail.fr","Bonjour, oui nous avons cette pièce !","20"
"694","530","88","Bonjours j'aurais besoin de 4 supports blancs et d'un couvercle. 
Merci d'avance","Bonjour, nous avons les 4 supports blancs. Nous vous mettons le couvercle qui est abîmé (scotchs dans les angles + marque de pliure).","100"
"696","532","234","Bonjour, avez-vous une planche illustrée ""le clown"" et 2 pions rouges, 3 pions verts et 2 pions bleus ? 
Merci d'avance. Bien cordialement","Bonjour, oui nous avons la planche et les 7 pions.","140"
"697","533","83","Bonjour, 
Auriez-vous 2 épées bleues ?
Merci d'avance. Association LA FABRIK POUR AGIR  pour son activité de réemploi de jouets LA FABRIK DU PETIT ZEBRE","Bonjour, oui nous avons ces deux pièces !","40"
"698","533","170","Bonjour,
Auriez-vous la pince ?
Merci d'avance. Association La fabrik pour agir pour son activité de réemploi de jouets la fabrik du petit zèbre","Nous ne l'avons pas.","0"
"699","534","49","Bonjour
J'aimerai passè une commande pour ce jeu
Il me faudrait 20 billets de 1000
Pour les autres billets 
10 billets de chaque
En vous remerciant
Cordialement","Bonjour, nous vous mettons 20 billets de 1000, 10 de 500, 10 de 100, 10 de 50 et 10 de 10.","200"
"700","535","88","Bonjour 
J'aurais besoin de 3 cadres et 11 pions jaunes svp ? 
Merci par avance 
Céline TOURMEAU","Bonjour, nous vous mettons 3 cadres (+1 au cas où) ainsi que les 3 pions jaunes qu'il nous reste.","120"
"701","536","295","Bonjour

Nous sommes à la recherche du corbeau pour ce jeu.
Est il possible de l'obtenir ?

Merci

Camille LEBRE","Bonjour, oui nous avons cette pièce !","50"
"703","538","53","Bonjour avez vous la carte en carton rigide sur laquelle figure un scarabée et qui fait partie du labyrinthe ? Éventuellement la notice de jeu également pourrais nous intéresser.  Bonne journée.","Bonjour, comme convenu par mail je vous envoie ce nouveau devis avec seulement la tuile.","20"
"705","540","211","Bonjour, avez vous 1 cerise rouge du jeu « Le verger » svp?","Bonjour, oui nous l'avons !","20"
"706","541","51","Bonjour, avez vous une carte couloir (en ligne droite) dans vos réserves svp? D'avance merci","Bonjour, oui nous avons !","20"
"708","543","183","Bonjour, je cherche une lettre I, une lettre M et une lettre S. Ce sont des lettres qui s'encastrent sur un plateau. Merci, Isabelle","Bonjour, nous avons ces trois lettres ! (Version française)","60"
"709","544","121","Bonjour, je souhaite compléter mon jeu de Triominos, il me manquerai la pièce ""012"", la règle du jeu et les réglettes. Mon jeu a été édité par Goliath, il y a ""#650"" écrit derrière mais je n'ai pas de date.
Est-ce que vous les auriez ? A quel tarif ?
Merci de votre réponse.","Bonjour, comme convenu je vous envoie ce devis pour la pièce et la règle du jeu.","70"
"710","545","121","Bonjour, comme convenu par mail je vous refais une demande pour les réglettes du triomino pour compléter mon achat de pion et règle du jeu.
Merci beaucoup.
Sophie Peronin","Bonjour, comme convenu je vous fais un devis de 4.85€ pour compléter le devis. Je vous enverrai la pièce, la règle + les 4 réglettes.","100"
"711","546","185","Bonjour, je suis à la recherche d'une lettre ""B"" pour mon scrabble.
Merci.","Bonjour, comme convenu par SMS, je vous envoie le devis pour la lettre B.","20"
"712","547","179","Bonjour, nous avons perdu un dé de notre pickomino...Comment faire","Bonjour, nous pouvons vous en envoyer un !","20"
"713","548","297","Bonjour,
j'aurais besoin d'un seul jeton : le 3 rouge.
L'avez-vous en réserve ?
merci.","Bonjour, oui nous l'avons en stock !","20"
"714","549","200","Bonjour auriez-vous une voiture jaune pour le jeu Hôtel.

Merci","Bonjour, oui nous l'avons en stock !","20"
"715","550","297","Bonjour 
Je recherche pour le jeu Rummikub :
- le 3 orange
- le 6 rouge
- les 7 et 11 noir
et éventuellement un chevalet ?
Merci par avance pour votre réponse 
Bien à vous","Bonjour, nous avons les 4 tuiles mais nous n'avons plus de chevalet.","80"
"718","553","244","Bonjour,
auriez vous le petit crayon blanc qui se glisse dans le bras gauche?
cordialement
Mme Lardet","Bonjour, nous avons le crayon d'une autre édition (la pièce est compatible).","20"
"719","554","113","Bonjour, avez vous le socle 3 qu a disparu de notre jeu? 
Merci!","Bonjour, oui je l'ai en stock ! La pièce faisant plus de 3 cm d'épaisseur, je dois normalement l'envoyer par colis (+ 5.10€ de frais de port). Mes parents habitent Dinan et font l'aller retour le week-end prochain. Je vous propose d'aller récupérer la pièce directement chez eux (pas de frais de port). Est-ce que cela vous convient ? Vous pouvez me répondre par mail. Je peux aussi mettre à jour le devis pour intégrer les frais de port.","50"
"720","555","54","Bonjour,
avez-vous la carte ""Fantôme avec des cheveux"" (voir photo ci jointe) ?
Merci.","Bonjour, nous avons cette carte (même carte que sur la photo). Nous parlons bien ici de la carte et non de la tuile carrée qui va sur le plateau de jeu (si besoin vous pouvez répondre à ce mail).","20"
"721","556","297","Bonjour,
Il me manque une plaque ""1 noir"" pour compléter le jeu du Rummikub trouvé dans le grenier de l'école. L'auriez-vous?
En vous remerciant d'avance,
Cordialement
Nathalie Jouanne","Bonjour, oui nous l'avons !","20"
"723","558","310","Bonjour, mon jeu est de 1979 mais il me semble identique. Il me faudrait la tuile NifNif. Il me manque aussi la plaque où il y a figaro et toutes les tuiles qui vont avec.","Bonjour, nous avons la tuile NifNif. Nous avons la plaque avec Figaro mais il nous manque deux tuiles (Geppetto et le renard).","80"
"724","559","11","bonjour, avez vous 1 sorcière + 1 balai pour 'balai magique"" HABA","Bonjour, oui nous avons ces deux pièces !","70"
"725","559","229","bonjour, avez vous le dé pour Castello del drago
merci","Non","0"
"726","559","61","bonjour, je veux bien la boîte incomplète.
pouvez vous me dire ce qu'elle contient
merci","Il manque deux pions, sans doute une carte (sur certains il y a des étiquette pour changer la valeur des cartes). Les jonctions du plateau sont à réparer. Etat moyen de la boîte. Il y a bien les 6 tablettes de course et la règle du jeu.","300"
"727","559","179","bonjour, auriez vous 2 dés pour pickomino
merci","Oui nous avons ces deux pièces !","40"
"728","559","234","bonjour, auriez vous 1 pion bleu et 1 pion violet pour le colorino de 2007
merci","Oui nous avons ces deux pièces !","40"
"729","559","265","bonjour, avez-vous 1 taupe rouge + 1 taupe bleu + 1 taupe verte + 1 taupe jaune
merci","Oui nous avons ces 4 pièces !","80"
"730","559","260","bonjour avez vous 1 fleur rose + 1 fleur bleue + 1 fleur rouge + 1 fleur jaune pour Le pré fleuri
merci","Oui nous avons ces 4 pièces !","80"
"731","559","144","bonjour avez vous 1 totem noir positif + 1 totem noir négatif + le totem d'or
pour tintin et le piège du totem dhor 
merci","Nous avons les deux totems noirs et le totem d'or. Nous ne voyons pas de quelles pièce vous parlez ""piège du totem dhor"". Pouvez-vous répondre à ce mail et nous donner plus d'indications ? Merci.","60"
"732","559","297","bonjour avez vous une tuile 13 en noir pour rummikub
merci","Oui nous avons cette pièce !","20"
"733","559","133","bonjour, auriez vous les 2 dés spéciaux et la tête de mort pour ce jeu
merci","Nous n'avons plus qu'un dé spécial. Nous avons la tête de mort.","40"
"734","559","218","bonjour avez vous le suaire pour ce jeu
merci","Non","0"
"735","559","204","bonjour avez vous 2 cornes rouges+ 4personnages (1blanc+1rouge+1 bleu+1jaune) + 2 angles verts+3plaques grises (2 plots)+ 1plaque lisse verte (2plots) +2 plaques lisses vertes (4 plots) +3plaques lisses grises (2plots)+ 6 boutons transparents+2 barres vertes 2plots+ 2 barres 3 plots+2 barres 4plots","Nous avons toutes ces pièces !","200"
"736","559","296","bonjour avez-vous 1 tonneau + 2 poules jaunes+ 1 dé symboles (celui avec du rouge) + la règle
merci","Nous avons le tonneau + les deux poules jaunes + le dé symboles (certaines faces sont un peu effacées). Nous n'avons pas la règle.","80"
"737","559","92","bonjour auriez vous 2 boules
merci","Oui nous avons ces deux pièces !","40"
"738","560","297","Bonjour 
Je recherche  le 3 noir , le 6 noir , le 11 noir et le 8 rouges","Bonjour, nous avons le 3 noir, le 6 noir mais pas le 11. Nous avons le 8 rouge.","60"
"739","561","87","Bonjour, il me manque la carte bleue ISABELLE et une carte jaune HANS ? Les auriez vous dans votre stock svp? 
Merci par avance

Véronique Giannini
veroniquegiannini0@gmail.com","Bonjour, oui nous avons ces deux pièces !","40"
"740","562","246","Bonjour avez vous un hamburger rouge 
1 pièces souhaite 
Pièce ronde","Bonjour, oui nous avons le burger 1 rouge !","20"
"741","563","318","Bonjour 
Il me manque un nez. Auriez vous cette pièce et à quel prix ? En vous remerciant par avance 
Bonne journée 
Cordialement","Bonjour, nous avons cette pièce !","20"
"747","568","291","Bonjour, il me manque un pion rouge uniquement","Bonjour, nous avons cette pièce !","20"
"748","569","86","Bonjour,
je souhaiterais 2 jetons rouges et 1 jeton jaune,","Bonjour, nous avons ces trois pièces !","60"
"749","569","119","Bonjour,
je souhaiterais un plateau de jeu rouge","Comme convenu par SMS je vous fais le dis pour un support blanc","20"
"750","570","273","Bonjour, il me manque la main ainsi que la barre de maintien qui est composé d’un ressort .","Bonjour, nous avons la main + la barre mais nous n'avons pas le ressort.","40"
"751","571","299","Bonjour, est-il possible de commander les 20 billes du jeu?
J'ai le jeu mais beaucoup de billes ont été abîmées.
Cordialement,

Magali Peyen","Bonjour, il nous reste 18 billes (5 orange, 5 violettes, 5 vertes et 3 bleues)","200"
"752","571","234","Bonjour, 

Est-il possible d'avoir 3 jetons de couleur violette ?

Merci d'avance","Nous avons ces trois pièces !","60"
"754","573","211","Bonjour avez vous une pomme et une cerise ? Merci","Bonjour, oui nous avons ces deux pièces !","40"
"756","575","184","Bonjour,  dans mon jeu de scrabble, édition française, j'ai perdu une pièce : la lettre ""J"", petit carré jaune de 2 cm de côté.
Avez vous cette pièce, auquel cas je serais intéressé afin de le compléter et le remettre en service.
Bien cordialement","Bonjour, oui nous avons cette pièce ! Vous allez pouvoir remettre en service votre jeu.","20"
"758","577","331","Bonjour avez les cartes profession professeur et agent de voyage, ainsi que les voitures bleu et rouge ? Merci","Bonjour, nous n'avons pas la voiture bleue et la carte professeur. Nous avons la voiture rouge la carte agent de voyage.","40"
"764","580","312","Bonjour je recherche 3 lettres , 1 de chaque, L, O, R","Bonjour, nous avons ces trois lettres !","60"
"765","581","297","Bonjour 
Avez-vous un exemplaire du 2 jaune disponible (version originale luxe boîte métallique) ?
Merci :)","Bonjour, comme convenu par SMS voici le devis pour la pièce.","20"
"766","582","34","Bonjour,
Il nous manque l'oiseau en pièce d'anatomie. L'avez vous ?
Bien cordialement.","Bonjour, nous avons cette pièce !","20"
"767","582","63","Bonjour,
Voici les pièces qu'ils nous manquent : Bx1, Ex1, Hx1, Ix1, Kx1, Lx1, Mx3, Nx1, Ox1, Px1, Sx1, Tx1 et Ux1.
Avez-vous ces pièces ?
Bien cordialement.
Elodie","Nous avons ces 15 pièce !","150"
"769","584","329","Bonjour
Suite à notre échange sur messanger, , voici ma demande au cas ou la personne qui vous a demandé la boite complète ne vous la prendrais pas
Avez vous:
1 personnage allié R2-D2
2 socles gris
1 marqueur rebelle
Merci 
Cordialement","Bonjour, nous avons ces quatre pièces !","80"
"776","587","367","Bonjour, je recherche le buzzer du jeu svp.
Vous pouvez m'écrire sur ronanjaff44@gmail.com
Merci !","Bonjour, nous avons la bombe. La pièce étant volumineuse, nous devons l'expédier par colis.","100"
"778","589","21","Bonjour, il me manque 1 tronc d'arbre marron du jeu Cata castors!","Bonjour, nous avons cette pièce !","20"
"779","590","49","Bonjour 
Avez vous des billets pour le jeu la bonne paye svp ?
Merci","Bonjour, nous vous mettons 20 billets de chaque (1000, 500, 100 et 50) + 17 billets de 10.","200"
"780","590","200","Bonjour 
Avez vous une boite incomplète svp ?","Désormais il ne reste plus rien dans la boîte, les immeubles qui restent la plupart abîmés.","0"
"782","592","113","Bonjour, je cherche 2 pièces : la botte et la tige de cage. 
Merci !
Cordialement
Aurélie","Bonjour, nous avons ces deux pièces !","40"
"783","593","89","Bonjour,
Suite à nos échange je refais une demande pour le plateau de jeu de Ramses II

Cordialement,

Pauline Hamdini","Bonjour, comme convenu je vous fais un devis qui correspond simplement aux frais de port.","0"
"784","594","197","Bonjour, il me manque pour ce jeu
- l'os de voeux
- la carte spécialiste fièvre de cheval
- le couvercle des piles
Est ce qu'avec le plus beau des hasards vous auriez ce qu'il me manque ?","Bonjour, comme convenu voici le devis pour l'os de vœux et la carte.","40"
"785","595","87","Bonjour, je recherche deux cartes jaunes : Franck et Herman que nous avons perdues pendant un déménagement. Les avez vous?","Bonjour, nous avons ces deux cartes !","40"
"787","597","67","Bonjour, il me manque 2 pièces pour faire un jeu complet. Il manque la maman lionne et la maman lapine. Mon fils à 18 mois et il commence à y jouer. Avez-vous ses pièces? Merci pour votre réponse. Bonne journée 
Marie Huvelin 
mphuvelin@gmail.com","Bonjour, nous n'avons pas la maman lapine. Nous avons la maman lionne.","20"
"788","598","274","Bonjour, il me manque la matraque et l'étui. Merci!","Bonjour, j'ai la matraque mais pas l'étui. Je vous mets un étui d'une autre édition (il est à recoller).","20"
"789","598","30","Bonjour, il me manque un fanion. Merci!","Je ne l'ai pas.","0"
"790","598","54","Bonjour, il me manque une plaque couloir en angle droit et les cartes dragon, clés et princesse.","J'ai ces 4 pièces. Pour moi la princesse est une fée :-)","80"
"791","598","58","Bonjour, il me manque la bille de la roulette. Merci!","Je n'ai pas.","0"
"792","598","63","Bonjour, il me manque la règle, une lettre C, un L, un O, un S, un U et un V.","Je n'ai pas la règle. J'ai toutes les lettres sauf le C.","80"
"793","598","177","Bonjour, il me manque la médaille et la ficelle. Merci.","Je n'ai pas.","0"
"794","598","231","Bonjour, il me manque la règle. Merci!","Je n'ai pas.","0"
"795","598","87","Bonjour, il me manque 1 fenêtre, 2 marqueurs de score, la carte Daniel bleue puis les cartes jaunes Stephen, Sophie, Franck, Eric, Roger, Maria, Max, Carmen, Sarah, Paul, Anita, Philippe, et la règle. Merci!","J'ai la fenêtre, un seul marqueur et la carte Daniel bleue. Je n'ai pas les cartes jaune ""Roger"", ""Franck"" et ""Max"".","180"
"796","598","248","Bonjour, il me manque la lettre S.","Je l'ai !","20"
"797","598","222","Bonjour, il me manque la lettre R, les 29 jetons bleus et 16 jetons rouges.","J'ai toutes ces pièces !","200"
"798","598","96","Bonjour. Il me manque une baguette rose et la règle. Merci!","J'ai la baguette rose mais pas la règle.","20"
"799","599","79","Bonjour, avez vous 2 rivets ?","Bonjour, oui nous avons ces deux pièces !","40"
"803","603","18","bonjour
je recherche 2 trésors doré.","Bonjour, vous avez de la chance, nous venons tout juste de récupérer un nouvel exemplaire avec des trésors dorés. Nous vous en mettons 2.","40"
"804","604","356","Bonjour :
J'aurai besoin des jetons suivants : 
avec dos à petites maisons : F-P-K-L-2N
avec dos à petites maisons ou rose O-D-U-X-Q-2I-N-H
Merci
Bonne journée","Bonjour, nous avons toutes ces pièces ! Les 6 premières lettres avec le dos à petites maisons et les 9 autres avec le dos rose.","80"
"805","605","296","Bonjour, avez-vous :
- 1 pot de lait
- 1 oeuf
Merci.","Bonjour, nous avons ces deux pièces !","40"
"806","605","292","Bonjour, avez-vous
- 1 hamburger rouge chiffre numéro 2
Merci.","Nous avons cette pièce !","20"
"807","605","211","Bonjour, avez-vous:
- deux paniers","Nous n'avons pas ces pièces.","0"
"808","606","86","Bonjour, j'aurais besoin de 4 pièces jaunes et 1 pièce rouge SVP merci","Bonjour, comme convenu lors de notre échange je vous envoie le devis pour ces 5 pièces.","80"
"809","606","291","Bonjour, il me faudrait un pion noir, un rouge un blanc et 2 pions verts SVP merci","Ainsi que pour ces 5 pièces.","80"
"814","609","296","Bonjour, il me faudrait un dé, 2 poules vertes et une poule rouge. 
Merci d'avance","Bonjour, nous n'avons pas le dé ni l’œuf. Nous avons les trois poules. Si vous souhaitez valider ce devis, j'ajouterai les 3 pièces à votre commande pour le puissance 4 et les dames chinoises.","60"
"821","612","312","Bonjour, il me manque une lettre « L » et un joker. Auriez-vous ces pièces ?","Bonjour, nous avons ces deux pièces !","40"
"822","613","88","Bonjour,

Je suis à la recherche de 6 supports blancs. En avez-vous à disposition?

D’avance merci de votre réponse.

Benjamin","Bonjour, oui nous les avons ! Nous vous en mettons un 7ème offert au cas où.","120"
"823","614","185","Bonjour il nous manque une pièce dans notre boîte de jeu. Il s'agit de la la être q. L'auriez-vous ?","Bonjour, oui nous avons cette pièces en stock !","20"
"824","615","64","Bonjour avez vous les six pions espions ? Auriez vous par hasard les six pions espions des deux versions du jeu ?
Cordialement","Bonjour, nous avons les 6 pions expions de cette édition (1.20€). Nous n'avons pas les pions de l'autre édition. J'ajoute ici le devis pour les cartes CLUEDO correspondant aux photos envoyées (4€)","520"
"825","616","278","Avez-vous encore le dé et la règle du jeu s'il vous plait?","Bonjour, nous avons le dé mais pas la règle du jeu.","20"
"826","616","231","Bonjour,
J'aurais besoin de 1 jeton blanc, 2 jetons rouge et 1 jeton gris les avez-vous en stock S'il vous plait?","Nous n'avons pas le jeton gris. Nous avons le jeton blanc et les 2 jetons rouges.","15"
